allowed_for_evaluation,card_path,claim_boundary,clean_prediction,detector,sample_id,transformation,transformed_prediction,validation_level,verdict
True,append_eval/cards/append_overlay/e05736304339b95938f623f5e5ab295942ccb728cf0782e429ff56c7f98c4ace.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,benign,byte_histogram_logistic,e05736304339b95938f623f5e5ab295942ccb728cf0782e429ff56c7f98c4ace,append_overlay,benign,2,detector_stable
True,append_eval/cards/append_overlay/e05f97f58f484a214470c992bbe8d2e64ae5ebd220799af561b0a30a3ac82f6f.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e05f97f58f484a214470c992bbe8d2e64ae5ebd220799af561b0a30a3ac82f6f,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e061bf4453c0104085e7ba9c419f17be4dffe8e746e9f280e6b561de50f5e061.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e061bf4453c0104085e7ba9c419f17be4dffe8e746e9f280e6b561de50f5e061,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e06bbf275e957884326043452321a8bbf5e3007acf3856f913b56b18d4ae649c.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e06bbf275e957884326043452321a8bbf5e3007acf3856f913b56b18d4ae649c,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e0718764552ce0092f528cc521052229ccda4bf21279f90dcdfc226f45eed43a.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,benign,byte_histogram_logistic,e0718764552ce0092f528cc521052229ccda4bf21279f90dcdfc226f45eed43a,append_overlay,benign,2,detector_stable
True,append_eval/cards/append_overlay/e0724c23feef6c586fe77ed6504c19d1c642ee0fb6fbaf4770db1f4fee68db7d.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e0724c23feef6c586fe77ed6504c19d1c642ee0fb6fbaf4770db1f4fee68db7d,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e0819d950bc2e1628b1464e441175e67e4ce15016e238dad4b7d61114b5ecb06.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e0819d950bc2e1628b1464e441175e67e4ce15016e238dad4b7d61114b5ecb06,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e086280c115bd8cab08bd4407039d4c3e5314db8a93fbf0828ef4d0d2c95d3dd.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e086280c115bd8cab08bd4407039d4c3e5314db8a93fbf0828ef4d0d2c95d3dd,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e08cb43124d087f197a59ca41f9dea2aec03c2875cfed047a3640b08593e297c.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e08cb43124d087f197a59ca41f9dea2aec03c2875cfed047a3640b08593e297c,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e0a39ae6b207b24b32fd52a2a3819b0192bd23987ab9dbbafe104a4e32ce6909.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e0a39ae6b207b24b32fd52a2a3819b0192bd23987ab9dbbafe104a4e32ce6909,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e0acd27185cc0b72592f419d40da1957802235c6da0b795c9da5cfe3e5feba0c.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e0acd27185cc0b72592f419d40da1957802235c6da0b795c9da5cfe3e5feba0c,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e0b7f372da84ad6d7f7befa2aedf347feadef10a0a426ea2a8b6401b58b46dd4.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e0b7f372da84ad6d7f7befa2aedf347feadef10a0a426ea2a8b6401b58b46dd4,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e0b9fb5034c9d20b139cd511d2a9d87f5ad21f946e9b9e61a48b6425405dfb71.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e0b9fb5034c9d20b139cd511d2a9d87f5ad21f946e9b9e61a48b6425405dfb71,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e0c1ae32a21afa29577d0141a6b2eeb3c1098638c102977e03699df42bf2151d.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e0c1ae32a21afa29577d0141a6b2eeb3c1098638c102977e03699df42bf2151d,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e0ca440ec5680e3ee99b2452bf939213428a42e378835df8e7014fac220ceba1.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e0ca440ec5680e3ee99b2452bf939213428a42e378835df8e7014fac220ceba1,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e0ce0e51ae38443b50deb94f8d74fb70a1143ae04020230f17cd567a04d0d82d.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e0ce0e51ae38443b50deb94f8d74fb70a1143ae04020230f17cd567a04d0d82d,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e0d3f732f783f4c04109db5d0dcd78290e2b4bb3a4bf7a07eeac16b2c3267932.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e0d3f732f783f4c04109db5d0dcd78290e2b4bb3a4bf7a07eeac16b2c3267932,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e0e85d4c5201a08cfb3288f2405b97d807ddfccc8425ca3e689df2dc34ebb035.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e0e85d4c5201a08cfb3288f2405b97d807ddfccc8425ca3e689df2dc34ebb035,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e0f25f2dfa267687c5396ceb4ffe99459eb08cefcc977a67a0f1945f8f214360.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e0f25f2dfa267687c5396ceb4ffe99459eb08cefcc977a67a0f1945f8f214360,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e1140f68ff8087b8480aeeb76cd5f4072f31e29b168ae05299eebb66dc5795e1.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e1140f68ff8087b8480aeeb76cd5f4072f31e29b168ae05299eebb66dc5795e1,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e114e344d3c3b388f5f4030c8617e51c7f7c3c88b4747eaafde098d68d4c5703.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e114e344d3c3b388f5f4030c8617e51c7f7c3c88b4747eaafde098d68d4c5703,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e123e806e8d686b297c433ec8e2bb403423b55cde69723f073f9e4493c777730.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e123e806e8d686b297c433ec8e2bb403423b55cde69723f073f9e4493c777730,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e12dddc8fd66fc7d265fbfc848abb32d271f17cff8d46734112f931cae4c519b.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e12dddc8fd66fc7d265fbfc848abb32d271f17cff8d46734112f931cae4c519b,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e13817b7433d78a77e25c84bc7cfcd314a58ac193e96aefc5b8f47fb8b1fae54.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e13817b7433d78a77e25c84bc7cfcd314a58ac193e96aefc5b8f47fb8b1fae54,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e147c8e668fe6f718278c7c43d15a6c3fb5d4417276a4bbe8e6e38d62fcce96e.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e147c8e668fe6f718278c7c43d15a6c3fb5d4417276a4bbe8e6e38d62fcce96e,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e155fb4e1a7aacf9ef5424aead64dc7c8f83ddaa57151461d80d4e6d2453429f.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e155fb4e1a7aacf9ef5424aead64dc7c8f83ddaa57151461d80d4e6d2453429f,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e1619b8b615d34d0086a4b142b47a70478f49ad2764ff7df0c57acf2e26be19a.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e1619b8b615d34d0086a4b142b47a70478f49ad2764ff7df0c57acf2e26be19a,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e18c02ba480e83489976314a0a79441108faf4d246292eba1eadd36ce4fc6acd.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,benign,byte_histogram_logistic,e18c02ba480e83489976314a0a79441108faf4d246292eba1eadd36ce4fc6acd,append_overlay,benign,2,detector_stable
True,append_eval/cards/append_overlay/e19135f755d99248da8709752a060ebd9ba09be5261c100a0f04837b179617f0.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e19135f755d99248da8709752a060ebd9ba09be5261c100a0f04837b179617f0,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e1913ca829634bac9b78031eb20c79fb7b1d5c9ebacd27d89f575576178bce8b.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,benign,byte_histogram_logistic,e1913ca829634bac9b78031eb20c79fb7b1d5c9ebacd27d89f575576178bce8b,append_overlay,benign,2,detector_stable
True,append_eval/cards/append_overlay/e1936ae75af21e271af37d2fbcd110626d7db02fffac6f1c103c31bcf4647b38.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e1936ae75af21e271af37d2fbcd110626d7db02fffac6f1c103c31bcf4647b38,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e1a107833f9d0e6db45d16ccccaebe5fe0cd2bf48b3a69212e5a398d0730163a.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e1a107833f9d0e6db45d16ccccaebe5fe0cd2bf48b3a69212e5a398d0730163a,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e1aaef0602a72bd5e62e0f39f047c1e030b4323cc6f339e30655f8d62b31d444.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e1aaef0602a72bd5e62e0f39f047c1e030b4323cc6f339e30655f8d62b31d444,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e1abf9e48c9d680509013c85dcf815c3ba3493b4cb46a1b4427d20eace94dc73.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e1abf9e48c9d680509013c85dcf815c3ba3493b4cb46a1b4427d20eace94dc73,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e1b49500734974f0213dd3f35e76a929b4ca118c88a3dbd446872d9c7affc065.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e1b49500734974f0213dd3f35e76a929b4ca118c88a3dbd446872d9c7affc065,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e1b8d5aaa188f7c5976698e1ca9f45729bcaf88b3f1454b42665443dd46d714b.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e1b8d5aaa188f7c5976698e1ca9f45729bcaf88b3f1454b42665443dd46d714b,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e1ceb28806d8334fc30fc3c2c8aafce818de8ae2de9873735c84f1274160351b.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e1ceb28806d8334fc30fc3c2c8aafce818de8ae2de9873735c84f1274160351b,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e1d0536c33d275342feaa2a456168fa8060e87c47541929a6032c6976b2308aa.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e1d0536c33d275342feaa2a456168fa8060e87c47541929a6032c6976b2308aa,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e1d60885d6608a702d5542a4ee62f96d1b0ebec29a8216bd83b8f476b072bbed.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e1d60885d6608a702d5542a4ee62f96d1b0ebec29a8216bd83b8f476b072bbed,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e1d9853ca4f28e6c674e6e365c9c9c762b8282a837e1be5ebe3d61364f3f5441.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e1d9853ca4f28e6c674e6e365c9c9c762b8282a837e1be5ebe3d61364f3f5441,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e1e06d3accbc2034b483b2ae56e670202c1179b4b99827202a3ae0516e5b2c74.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e1e06d3accbc2034b483b2ae56e670202c1179b4b99827202a3ae0516e5b2c74,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e1e438c778ec1cd8c49a882c8b03dab948ac64b7b13ca9a21740b384d09eb0b6.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e1e438c778ec1cd8c49a882c8b03dab948ac64b7b13ca9a21740b384d09eb0b6,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e1e981cdfad10c2b1622ed7f0ff7bdd66aeff0791f4e203daac1db47d7bc48ba.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e1e981cdfad10c2b1622ed7f0ff7bdd66aeff0791f4e203daac1db47d7bc48ba,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e1f6b17254bffb89252e72ec528a73991209510ad5e48eeae4bc95d1a683444b.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e1f6b17254bffb89252e72ec528a73991209510ad5e48eeae4bc95d1a683444b,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e1fb3eb08042064070e91d87603752558d41ae6eb01d454f7ad18779619e70fc.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e1fb3eb08042064070e91d87603752558d41ae6eb01d454f7ad18779619e70fc,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e209bb87ec58c2604511b0d0009fd91b901d8882fc17bb997a049020e5ea8f16.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e209bb87ec58c2604511b0d0009fd91b901d8882fc17bb997a049020e5ea8f16,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e20b045e0d7ded1ebd934e971bc26659862d8cd375a49de21266a987431b4b81.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e20b045e0d7ded1ebd934e971bc26659862d8cd375a49de21266a987431b4b81,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e20b388544ab9679f5475d9d262219dda50b9030d1038c997ae74abfca1d45e8.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e20b388544ab9679f5475d9d262219dda50b9030d1038c997ae74abfca1d45e8,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e20c8fcbe0260436c3779a5b1c640153f2690f6e32a4355c47eba50c862c9549.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,benign,byte_histogram_logistic,e20c8fcbe0260436c3779a5b1c640153f2690f6e32a4355c47eba50c862c9549,append_overlay,benign,2,detector_stable
True,append_eval/cards/append_overlay/e213df7615354110f20c9be9dcadf5699680ae9cf6d3d751e37957dca7844d65.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e213df7615354110f20c9be9dcadf5699680ae9cf6d3d751e37957dca7844d65,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e22120b6a0ac6b50c80cf44a2fb4351e9f9f39061e3606a944c78f730a3cfcd2.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e22120b6a0ac6b50c80cf44a2fb4351e9f9f39061e3606a944c78f730a3cfcd2,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e2253b0732d95f2bccc26612ad409ee6b896acb1b32d61f41cf56ec8007c544a.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e2253b0732d95f2bccc26612ad409ee6b896acb1b32d61f41cf56ec8007c544a,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e2279fb12914331ad0a655d6487f905c7d2b8353030b3b83800a1a2f8bb1a886.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e2279fb12914331ad0a655d6487f905c7d2b8353030b3b83800a1a2f8bb1a886,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e22a77db2308908a70b8a10aa6b582d42cb361244b178f0a6c3c51999a5dfd53.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e22a77db2308908a70b8a10aa6b582d42cb361244b178f0a6c3c51999a5dfd53,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e22d2bd50252e10070bd9c9815f365309e4076aef5ac7bf86ad62123c4af0be1.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e22d2bd50252e10070bd9c9815f365309e4076aef5ac7bf86ad62123c4af0be1,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e23037ecb840dfda2a494bf5237fa7c4213e32bb68c741e2006da188ef3defce.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e23037ecb840dfda2a494bf5237fa7c4213e32bb68c741e2006da188ef3defce,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e24a68fe9026a16b4aada249d3bd150456d8af296ff79d174a10a7c6dea1ef03.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e24a68fe9026a16b4aada249d3bd150456d8af296ff79d174a10a7c6dea1ef03,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e24e9b04c7f2f50da89c36779bc0f9a17e55755845c0c4fc33d25d2cbb912a0d.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,benign,byte_histogram_logistic,e24e9b04c7f2f50da89c36779bc0f9a17e55755845c0c4fc33d25d2cbb912a0d,append_overlay,benign,2,detector_stable
True,append_eval/cards/append_overlay/e25550bfd033e8ea1bf072e037b5298e316c707d963d17e7f6b800b7628613e8.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e25550bfd033e8ea1bf072e037b5298e316c707d963d17e7f6b800b7628613e8,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e2563b3ecde3eb9fd5845d7eb6f91948c1ec2443338ec5ed4e255280957f55b6.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e2563b3ecde3eb9fd5845d7eb6f91948c1ec2443338ec5ed4e255280957f55b6,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e25af836105c8b6ad08a062b2f0c1c4f1be459b2b0d78451ef4732630082b33f.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e25af836105c8b6ad08a062b2f0c1c4f1be459b2b0d78451ef4732630082b33f,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e2617ff8481bb2fa595d8f89c6b5010d5969a9ee1c0e2940540d1682172f06b6.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e2617ff8481bb2fa595d8f89c6b5010d5969a9ee1c0e2940540d1682172f06b6,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e264ba6d39fb9a4b4d4770f8514346147c0414fa3fb8c26c5055422e29c2f404.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e264ba6d39fb9a4b4d4770f8514346147c0414fa3fb8c26c5055422e29c2f404,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e26573bf8a8b859d65d3b5e258764384e269ea08fd25a5d68d6a25708798c42f.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e26573bf8a8b859d65d3b5e258764384e269ea08fd25a5d68d6a25708798c42f,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e26abf93fb0c72d705622c069bbfbbf5f48b324a873f8e1fc4fc94776ab53e27.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e26abf93fb0c72d705622c069bbfbbf5f48b324a873f8e1fc4fc94776ab53e27,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e26df2b9f3a4848244e4e68070021f3fcb77da9782ec6d4440924a95ab762508.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e26df2b9f3a4848244e4e68070021f3fcb77da9782ec6d4440924a95ab762508,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e27124c18319655e995f50ea2a62d8b74d3c688b85c077189dc5717d919b29de.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e27124c18319655e995f50ea2a62d8b74d3c688b85c077189dc5717d919b29de,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e27f424659362ba45c457d0c7b6a8ec58f315d92516a9215bbc5758beef71b74.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e27f424659362ba45c457d0c7b6a8ec58f315d92516a9215bbc5758beef71b74,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e2871310fc3d9d24e10cca1d48b17b5ef68e26491e7286d7ff650be38bfc4f66.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e2871310fc3d9d24e10cca1d48b17b5ef68e26491e7286d7ff650be38bfc4f66,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e28a575aac717fd9e0f353f563456713289e4012f3118ef1c8a815a1501a7816.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e28a575aac717fd9e0f353f563456713289e4012f3118ef1c8a815a1501a7816,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e28fef341fadcf787790668568ee64c2c91f2925bf4a1a64f33ab9cd8e0666a7.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e28fef341fadcf787790668568ee64c2c91f2925bf4a1a64f33ab9cd8e0666a7,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e2915ad92625083206272c0c706a457dba825fed46bec9f108e3c48256f3476b.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e2915ad92625083206272c0c706a457dba825fed46bec9f108e3c48256f3476b,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e292cbe7ddbc036009d7ef0deaab49d12005c9267e12a338bbba7782925ef1a6.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e292cbe7ddbc036009d7ef0deaab49d12005c9267e12a338bbba7782925ef1a6,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e29302139c5750d95df64cf5d50411443a25e93f23ced0026116f1042e5effdc.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e29302139c5750d95df64cf5d50411443a25e93f23ced0026116f1042e5effdc,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e295fc10d3875ce3910654e74113a0155e0c975f61181d714704a04be48066b9.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e295fc10d3875ce3910654e74113a0155e0c975f61181d714704a04be48066b9,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e29835e30a82311d856dc8ac8ba70b5f10f9cd6465a76a0f6423ed1b36dad744.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,benign,byte_histogram_logistic,e29835e30a82311d856dc8ac8ba70b5f10f9cd6465a76a0f6423ed1b36dad744,append_overlay,benign,2,detector_stable
True,append_eval/cards/append_overlay/e29990e97dd56c2fcd4329621add25bd8ad26020b4fa2dd11f52040de9e22b90.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e29990e97dd56c2fcd4329621add25bd8ad26020b4fa2dd11f52040de9e22b90,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e29f8519335991f16e514aa93a01d9f375dde1f3916598ffbe9eb44397788681.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e29f8519335991f16e514aa93a01d9f375dde1f3916598ffbe9eb44397788681,append_overlay,malware,2,detector_stable
True,append_eval/cards/append_overlay/e2a7c3d9c4369bdeafc78e18a16773e5369753548e10e7c465aed3571657636f.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,e2a7c3d9c4369bdeafc78e18a16773e5369753548e10e7c465aed3571657636f,append_overlay,malware,2,detector_stable
